PSRAID,COUNTRY,Q145,Q146,Q70,Q74
127825,Peru,Female,19,Yes,Yes
127826,Peru,Male,24,Yes,Yes
127827,Peru,Male,55,Yes,Yes
127828,Peru,Female,29,Yes,Yes
127829,Peru,Male,64,Yes,Yes
127830,Peru,Female,58,No, 
127831,Peru,Female,54,No, 
127832,Peru,Male,38,Yes,Yes
127833,Peru,Male,24,Yes,Yes
127834,Peru,Female,28,Yes,Yes
127835,Peru,Male,83,No, 
127836,Peru,Male,64,No, 
127837,Peru,Male,69,No, 
127838,Peru,Male,51,No, 
127839,Peru,Male,70,Yes,Yes
127840,Peru,Female,33,Yes,Yes
127841,Peru,Female,50,No, 
127842,Peru,Female,52,No, 
127843,Peru,Female,31,Yes,Yes
127844,Peru,Female,25,Yes,Yes
127845,Peru,Male,82,No, 
127846,Peru,Male,64,No, 
127847,Peru,Female,75,Yes,Yes
127848,Peru,Male,92,No, 
127849,Peru,Female,47,Yes,Yes
127850,Peru,Female,74,No, 
127851,Peru,Female,35,Yes,Yes
127852,Peru,Male,76,No, 
127853,Peru,Male,42,Yes,No
127854,Peru,Female,59,Yes,Yes
127855,Peru,Male,26,No, 
127856,Peru,Female,20,Yes,Yes
127857,Peru,Female,47,No, 
127858,Peru,Female,50,Yes,Yes
127859,Peru,Male,40,No, 
127860,Peru,Male,45,Yes,Yes
127861,Peru,Female,37,No, 
127862,Peru,Female,22,Yes,Yes
127863,Peru,Male,30,Yes,Yes
127864,Peru,Female,40,Yes,Yes
127865,Peru,Female,68,No, 
127866,Peru,Male,45,Yes,Yes
127867,Peru,Female,68,Yes,Yes
127868,Peru,Female,40,Yes,No
127869,Peru,Female,67,No, 
127870,Peru,Female,40,Yes,No
127871,Peru,Female,40,Yes,No
127872,Peru,Female,38,Yes,Yes
127873,Peru,Male,56,Yes,Yes
127874,Peru,Female,54,No,No
127875,Peru,Female,25,Yes,Yes
127876,Peru,Male,45,Yes,No
127877,Peru,Female,37,Yes,No
127878,Peru,Female,57,Yes,No
127879,Peru,Female,57,Yes,No
127880,Peru,Male,38,Yes,Yes
127881,Peru,Female,45,Yes,No
127882,Peru,Female,36,Yes,No
127883,Peru,Male,37,Yes,Yes
127884,Peru,Male,52,Yes,Yes
127885,Peru,Female,60,No, 
127886,Peru,Male,34,No, 
127887,Peru,Male,60,No, 
127888,Peru,Male,80,No, 
127889,Peru,Male,53,Yes,No
127890,Peru,Female,46,No, 
127891,Peru,Female,53,Yes,Yes
127892,Peru,Female,87,Yes,No
127893,Peru,Female,64,No, 
127894,Peru,Female,67,No, 
127895,Peru,Female,66,No, 
127896,Peru,Female,22,Yes,Yes
127897,Peru,Male,39,No, 
127898,Peru,Female,23,No, 
127899,Peru,Female,58,No, 
127900,Peru,Female,19,Yes,Yes
127901,Peru,Male,43,No, 
127902,Peru,Male,53,No, 
127903,Peru,Female,21,Yes,Yes
127904,Peru,Male,22,No, 
127905,Peru,Female,19,Yes,Yes
127906,Peru,Female,49,Yes,No
127907,Peru,Female,54,No, 
127908,Peru,Male,52,No, 
127909,Peru,Female,54,Yes,Yes
127910,Peru,Male,20,Yes,Yes
127911,Peru,Female,63,No, 
127912,Peru,Female,41,Yes,Yes
127913,Peru,Female,31,Yes,Yes
127914,Peru,Female,68,Yes,Yes
127915,Peru,Male,70,No, 
127916,Peru,Female,18,Yes,Yes
127917,Peru,Female,46,Yes,Yes
127918,Peru,Female,32,No, 
127919,Peru,Male,20,Yes,Yes
127920,Peru,Female,21,Yes,Yes
127921,Peru,Female,51,No, 
127922,Peru,Male,18,No, 
127923,Peru,Male,30,Yes,Yes
127924,Peru,Female,81,No, 
127925,Peru,Male,41,Yes,No
127926,Peru,Male,75,No, 
127927,Peru,Female,60,No, 
127928,Peru,Female,36,Yes,Yes
127929,Peru,Male,53,Yes,Yes
127930,Peru,Female,37,Yes,Yes
127931,Peru,Female,72,No, 
127932,Peru,Male,23,Yes,Yes
127933,Peru,Male,27,Yes,Yes
127934,Peru,Female,47,Yes,Yes
127935,Peru,Female,41,Yes,No
127936,Peru,Female,63,No, 
127937,Peru,Female,50,Yes,Yes
127938,Peru,Female,32,Yes,Yes
127939,Peru,Male,49,Yes,Yes
127940,Peru,Female,23,Yes,Yes
127941,Peru,Female,65,No, 
127942,Peru,Male,77,No, 
127943,Peru,Female,32,Yes,No
127944,Peru,Female,47,Yes,No
127945,Peru,Male,27,Yes,Yes
127946,Peru,Male,61,Yes,Yes
127947,Peru,Male,60,No, 
127948,Peru,Female,23,Yes,Yes
127949,Peru,Female,40,No, 
127950,Peru,Female,31,No, 
127951,Peru,Male,18,Yes,Yes
127952,Peru,Female,42,Yes,No
127953,Peru,Female,19,Yes,Yes
127954,Peru,Female,18,Yes,Yes
127955,Peru,Female,42,No, 
127956,Peru,Female,18,Yes,Yes
127957,Peru,Male,28,Yes,Yes
127958,Peru,Female,25,Yes,Yes
127959,Peru,Female,38,Yes,No
127960,Peru,Female,37,Yes,Yes
127961,Peru,Male,40,No, 
127962,Peru,Male,33,Yes,Yes
127963,Peru,Female,25,No,No
127964,Peru,Male,50,No, 
127965,Peru,Male,21,Yes,Yes
127966,Peru,Male,27,No, 
127967,Peru,Female,44,Yes,No
127968,Peru,Male,62,Yes,Yes
127969,Peru,Male,74,No, 
127970,Peru,Male,22,Yes,Yes
127971,Peru,Male,50,Yes,Yes
127972,Peru,Male,60,No, 
127973,Peru,Female,52,Yes,Yes
127974,Peru,Male,76,No, 
127975,Peru,Female,40,Yes,Yes
127976,Peru,Male,19,Yes,Yes
127977,Peru,Male,50,Yes,Yes
127978,Peru,Male,44,Yes,No
127979,Peru,Female,53,No, 
127980,Peru,Male,46,No, 
127981,Peru,Male,48,No, 
127982,Peru,Female,36,No, 
127983,Peru,Female,48,No, 
127984,Peru,Male,39,No, 
127985,Peru,Female,18,Yes,No
127986,Peru,Male,50,No, 
127987,Peru,Female,53,No, 
127988,Peru,Female,30,Yes,Yes
127989,Peru,Female,70,No, 
127990,Peru,Male,37,Yes,Yes
127991,Peru,Female,50,No, 
127992,Peru,Female,31,Yes,Yes
127993,Peru,Female,41,No, 
127994,Peru,Male,44,No, 
127995,Peru,Female,45,No, 
127996,Peru,Male,20,Yes,Yes
127997,Peru,Male,33,Yes,Yes
127998,Peru,Female,39,Yes,Yes
127999,Peru,Female,32,Yes,Yes
128000,Peru,Female,37,Yes,Yes
128001,Peru,Female,27,Yes,Yes
128002,Peru,Female,67,Yes,Yes
128003,Peru,Female,64,Yes,No
128004,Peru,Male,65,Yes,Yes
128005,Peru,Male,36,Yes,Yes
128006,Peru,Male,25,Yes,Yes
128007,Peru,Male,63,Yes,Yes
128008,Peru,Female,69,No, 
128009,Peru,Male,33,Yes,Yes
128010,Peru,Male,20,Yes,Yes
128011,Peru,Female,40,No, 
128012,Peru,Female,40,No,No
128013,Peru,Female,40,Yes,Yes
128014,Peru,Male,29,Yes,Yes
128015,Peru,Male,49,Yes,Yes
128016,Peru,Female,23,Yes,Yes
128017,Peru,Male,32,Yes,Yes
128018,Peru,Male,25,Yes,Yes
128019,Peru,Female,55,No, 
128020,Peru,Female,33,Yes,No
128021,Peru,Male,52,Yes,No
128022,Peru,Female,34,No, 
128023,Peru,Male,73,No, 
128024,Peru,Female,56,No, 
128025,Peru,Female,70,No, 
128026,Peru,Female,46,Yes,No
128027,Peru,Female,40,Yes,Yes
128028,Peru,Female,59,No, 
128029,Peru,Female,51,No, 
128030,Peru,Male,67,Yes,No
128031,Peru,Female,34,Yes,No
128032,Peru,Female,54,No, 
128033,Peru,Female,65,No, 
128034,Peru,Female,52,No, 
128035,Peru,Male,22,Yes,Yes
128036,Peru,Female,68,No, 
128037,Peru,Male,56,No, 
128038,Peru,Female,32,Yes,Yes
128039,Peru,Female,55,No, 
128040,Peru,Female,23,Yes,Yes
128041,Peru,Female,31,No, 
128042,Peru,Male,60,No, 
128043,Peru,Female,33,Yes,Yes
128044,Peru,Male,68,No, 
128045,Peru,Female,45,No, 
128046,Peru,Male,60,No, 
128047,Peru,Male,55,Yes,No
128048,Peru,Female,39,No, 
128049,Peru,Female,51,Yes,No
128050,Peru,Male,72,No, 
128051,Peru,Female,36,No, 
128052,Peru,Female,55,No, 
128053,Peru,Female,49,Yes,Yes
128054,Peru,Female,52,Yes,Yes
128055,Peru,Male,19,Yes,Yes
128056,Peru,Female,42,No, 
128057,Peru,Female,63,No, 
128058,Peru,Male,65,Yes,No
128059,Peru,Female,21,Yes,Yes
128060,Peru,Female,26,Yes,Yes
128061,Peru,Male,52,Yes,No
128062,Peru,Female,42,Yes,Yes
128063,Peru,Male,18,Yes,Yes
128064,Peru,Female,58,No, 
128065,Peru,Male,72,Yes,No
128066,Peru,Female,60,No, 
128067,Peru,Female,32,Yes,Yes
128068,Peru,Female,40,No, 
128069,Peru,Male,64,No, 
128070,Peru,Female,31,Yes,Yes
128071,Peru,Female,29,No, 
128072,Peru,Male,52,Yes,No
128073,Peru,Male,30,Yes,Yes
128074,Peru,Female,39,Yes,Yes
128075,Peru,Male,74,No, 
128076,Peru,Female,30,Yes,No
128077,Peru,Male,40,No, 
128078,Peru,Female,31,Yes,Yes
128079,Peru,Female,55,No, 
128080,Peru,Male,79,Yes,Yes
128081,Peru,Female,70,No, 
128082,Peru,Male,37,Yes,Yes
128083,Peru,Female,22,Yes,Yes
128084,Peru,Male,20,Yes,Yes
128085,Peru,Female,47,No, 
128086,Peru,Male,41,Yes,Yes
128087,Peru,Female,55,Yes,No
128088,Peru,Male,52,Yes,Yes
128089,Peru,Female,64,No, 
128090,Peru,Female,44,No, 
128091,Peru,Female,42,No, 
128092,Peru,Female,47,No, 
128093,Peru,Female,18,Yes,Yes
128094,Peru,Female,30,No, 
128095,Peru,Female,34,No, 
128096,Peru,Female,21,Yes,Yes
128097,Peru,Male,34,No, 
128098,Peru,Male,79,No, 
128099,Peru,Female,71,Yes,No
128100,Peru,Female,38,Yes,Yes
128101,Peru,Male,64,Yes,No
128102,Peru,Female,35,Yes,Yes
128103,Peru,Female,28,No, 
128104,Peru,Female,35,Yes,Yes
128105,Peru,Male,22,Yes,Yes
128106,Peru,Male,50,No, 
128107,Peru,Female,54,Yes,No
128108,Peru,Female,19,No, 
128109,Peru,Male,32,No,Yes
128110,Peru,Male,21,Yes,Yes
128111,Peru,Male,53,No,No
128112,Peru,Female,59,No, 
128113,Peru,Male,51,Yes,No
128114,Peru,Female,18,Yes,Yes
128115,Peru,Male,27,Yes,No
128116,Peru,Female,19,Yes,Yes
128117,Peru,Female,63,No, 
128118,Peru,Female,60,No, 
128119,Peru,Female,56,No, 
128120,Peru,Female,39,Yes,Yes
128121,Peru,Male,42,No,No
128122,Peru,Female,40,No, 
128123,Peru,Female,42,No, 
128124,Peru,Male,30,Yes,Yes
128125,Peru,Female,27,Yes,Yes
128126,Peru,Female,27,No, 
128127,Peru,Male,24,Yes,Yes
128128,Peru,Female,39,No, 
128129,Peru,Male,63,No, 
128130,Peru,Female,21,No, 
128131,Peru,Male,27,No, 
128132,Peru,Male,40,No, 
128133,Peru,Male,44,No,No
128134,Peru,Male,79,No, 
128135,Peru,Female,42,No, 
128136,Peru,Male,19,Yes,Yes
128137,Peru,Male,56,No, 
128138,Peru,Female,30,No, 
128139,Peru,Female,46,No, 
128140,Peru,Male,34,No, 
128141,Peru,Female,35,No, 
128142,Peru,Male,53,No, 
128143,Peru,Male,65,No, 
128144,Peru,Female,29,No, 
128145,Peru,Female,53,No, 
128146,Peru,Female,37,No, 
128147,Peru,Female,33,No, 
128148,Peru,Female,25,No, 
128149,Peru,Female,30,Yes,No
128150,Peru,Male,30,Yes,Yes
128151,Peru,Female,25,Yes,Yes
128152,Peru,Male,73,No, 
128153,Peru,Female,25,Yes,Yes
128154,Peru,Female,19,Yes,Yes
128155,Peru,Male,41,No, 
128156,Peru,Female,38,No, 
128157,Peru,Male,35,Yes,Yes
128158,Peru,Female,29,No, 
128159,Peru,Male,28,Yes,Yes
128160,Peru,Female,35,No, 
128161,Peru,Male,54,No, 
128162,Peru,Male,63,No, 
128163,Peru,Female,39,No, 
128164,Peru,Male,28,Yes,Yes
128165,Peru,Female,48,No, 
128166,Peru,Female,35,No, 
128167,Peru,Female,50,No, 
128168,Peru,Female,23,No, 
128169,Peru,Female,56,No, 
128170,Peru,Male,22,Yes,No
128171,Peru,Female,59,No, 
128172,Peru,Female,30,No, 
128173,Peru,Male,35,Yes,Yes
128174,Peru,Female,29,Yes,Refused
128175,Peru,Male,84,No, 
128176,Peru,Male,70,No, 
128177,Peru,Male,45,No, 
128178,Peru,Female,61,No, 
128179,Peru,Male,59,No, 
128180,Peru,Female,58,No, 
128181,Peru,Male,29,No, 
128182,Peru,Male,28,No, 
128183,Peru,Female,40,No, 
128184,Peru,Male,44,No, 
128185,Peru,Female,47,No, 
128186,Peru,Female,29,No, 
128187,Peru,Male,41,No, 
128188,Peru,Female,42,Yes,Yes
128189,Peru,Male,73,No, 
128190,Peru,Female,25,Yes,Yes
128191,Peru,Female,65,No, 
128192,Peru,Male,35,Yes,No
128193,Peru,Male,41,No, 
128194,Peru,Female,40,Yes,Yes
128195,Peru,Female,63,No, 
128196,Peru,Male,18,Yes,Yes
128197,Peru,Male,25,Yes,Yes
128198,Peru,Male,58,No, 
128199,Peru,Female,53,No, 
128200,Peru,Female,52,No, 
128201,Peru,Male,45,No, 
128202,Peru,Female,36,No, 
128203,Peru,Male,41,No, 
128204,Peru,Male,52,No, 
128205,Peru,Male,45,No, 
128206,Peru,Female,49,No, 
128207,Peru,Female,51,No, 
128208,Peru,Female,38,No, 
128209,Peru,Male,58,Yes,No
128210,Peru,Female,37,No, 
128211,Peru,Female,57,No, 
128212,Peru,Male,55,No, 
128213,Peru,Male,68,No, 
128214,Peru,Female,57,No, 
128215,Peru,Male,26,Yes,Yes
128216,Peru,Male,43,No, 
128217,Peru,Female,55,No, 
128218,Peru,Male,78,No, 
128219,Peru,Female,40,Yes,Yes
128220,Peru,Male,19,Yes,Yes
128221,Peru,Male,64,No, 
128222,Peru,Male,31,Yes,Yes
128223,Peru,Female,46,No, 
128224,Peru,Female,78,No, 
128225,Peru,Male,62,Yes,No
128226,Peru,Male,30,No, 
128227,Peru,Male,32,Yes,Yes
128228,Peru,Female,34,Yes,Yes
128229,Peru,Male,44,Yes,No
128230,Peru,Male,32,Yes,Yes
128231,Peru,Female,39,Yes,Yes
128232,Peru,Male,35,Yes,Yes
128233,Peru,Male,46,No, 
128234,Peru,Female,34,No, 
128235,Peru,Male,64,No, 
128236,Peru,Female,35,No, 
128237,Peru,Male,74,No, 
128238,Peru,Male,30,Yes,Yes
128239,Peru,Male,36,Yes,Yes
128240,Peru,Female,20,Yes,Yes
128241,Peru,Female,62,No, 
128242,Peru,Female,28,No, 
128243,Peru,Female,51,No,Don’t know
128244,Peru,Male,40,No, 
128245,Peru,Male,33,Yes,Yes
128246,Peru,Female,28,No, 
128247,Peru,Female,31,Yes,Yes
128248,Peru,Male,44,Yes,Yes
128249,Peru,Female,45,No, 
128250,Peru,Female,26,No, 
128251,Peru,Male,65,No, 
128252,Peru,Female,39,No, 
128253,Peru,Female,41,No, 
128254,Peru,Female,22,Yes,No
128255,Peru,Female,61,No, 
128256,Peru,Male,21,Yes,Yes
128257,Peru,Male,27,Yes,Yes
128258,Peru,Male,36,No, 
128259,Peru,Male,39,No, 
128260,Peru,Female,40,No, 
128261,Peru,Male,47,Yes,No
128262,Peru,Male,42,Yes,Yes
128263,Peru,Female,54,No, 
128264,Peru,Male,64,No, 
128265,Peru,Male,26,Yes,No
128266,Peru,Female,29,No, 
128267,Peru,Male,63,No, 
128268,Peru,Male,85,No, 
128269,Peru,Male,67,Yes,No
128270,Peru,Male,39,Yes,Yes
128271,Peru,Female,78,No, 
128272,Peru,Male,59,No, 
128273,Peru,Male,53,No, 
128274,Peru,Male,51,Yes,Yes
128275,Peru,Female,67,No, 
128276,Peru,Female,24,Yes,Yes
128277,Peru,Female,76,No, 
128278,Peru,Male,30,Yes,Yes
128279,Peru,Female,20,Yes,Yes
128280,Peru,Female,43,Yes,Yes
128281,Peru,Male,67,No, 
128282,Peru,Female,30,Yes,Yes
128283,Peru,Male,43,Yes,Yes
128284,Peru,Male,42,Yes,Yes
128285,Peru,Female,21,Yes,Yes
128286,Peru,Male,33,No, 
128287,Peru,Female,50,No, 
128288,Peru,Female,28,No, 
128289,Peru,Male,36,No, 
128290,Peru,Female,39,No, 
128291,Peru,Female,57,No, 
128292,Peru,Male,42,No, 
128293,Peru,Female,59,No, 
128294,Peru,Female,42,No, 
128295,Peru,Female,59,Yes,Yes
128296,Peru,Female,20,No, 
128297,Peru,Female,45,No, 
128298,Peru,Male,32,No, 
128299,Peru,Male,75,No, 
128300,Peru,Female,45,Yes,Don’t know
128301,Peru,Female,65,No, 
128302,Peru,Female,37,Yes,Don’t know
128303,Peru,Male,40,No, 
128304,Peru,Female,42,Yes,Yes
128305,Peru,Female,22,Yes,Yes
128306,Peru,Female,27,No,Yes
128307,Peru,Male,45,Yes,Yes
128308,Peru,Male,65,Yes,Yes
128309,Peru,Female,51,No, 
128310,Peru,Male,27,Yes,No
128311,Peru,Female,19,Yes,Yes
128312,Peru,Female,35,Yes,No
128313,Peru,Male,46,Yes,No
128314,Peru,Male,28,Yes,Yes
128315,Peru,Female,42,No, 
128316,Peru,Male,64,No, 
128317,Peru,Female,48,No, 
128318,Peru,Male,65,No, 
128319,Peru,Female,20,No, 
128320,Peru,Female,40,No, 
128321,Peru,Male,48,No, 
128322,Peru,Male,73,No, 
128323,Peru,Male,40,No, 
128324,Peru,Male,31,No, 
128325,Peru,Female,43,No, 
128326,Peru,Female,23,No, 
128327,Peru,Female,61,No, 
128328,Peru,Female,55,Yes,No
128329,Peru,Male,69,No, 
128330,Peru,Female,48,No, 
128331,Peru,Female,72,No, 
128332,Peru,Male,37,Yes,Yes
128333,Peru,Male,55,No, 
128334,Peru,Female,25,Yes,Yes
128335,Peru,Male,43,Yes,Yes
128336,Peru,Female,45,No, 
128337,Peru,Female,60,No, 
128338,Peru,Female,47,Yes,No
128339,Peru,Male,56,Yes,Yes
128340,Peru,Female,44,Yes,Yes
128341,Peru,Female,47,Yes,Yes
128342,Peru,Male,23,Yes,Yes
128343,Peru,Male,34,No, 
128344,Peru,Female,57,No, 
128345,Peru,Male,18,Yes,Yes
128346,Peru,Female,62,No, 
128347,Peru,Male,70,No, 
128348,Peru,Female,42,No, 
128349,Peru,Female,37,No, 
128350,Peru,Female,28,No, 
128351,Peru,Male,42,No, 
128352,Peru,Female,43,No, 
128353,Peru,Male,45,No, 
128354,Peru,Female,23,Yes,Yes
128355,Peru,Male,32,No,No
128356,Peru,Male,19,Yes,Yes
128357,Peru,Female,45,No, 
128358,Peru,Female,23,No, 
128359,Peru,Male,50,No, 
128360,Peru,Female,29,No, 
128361,Peru,Female,42,No, 
128362,Peru,Male,64,No, 
128363,Peru,Female,72,No, 
128364,Peru,Female,39,No, 
128365,Peru,Male,56,No, 
128366,Peru,Female,47,No, 
128367,Peru,Male,54,No, 
128368,Peru,Female,36,No, 
128369,Peru,Male,33,No, 
128370,Peru,Female,35,No, 
128371,Peru,Male,50,Yes,Yes
128372,Peru,Female,29,No, 
128373,Peru,Male,27,No, 
128374,Peru,Female,29,No, 
128375,Peru,Male,43,No, 
128376,Peru,Female,20,No, 
128377,Peru,Male,58,No, 
128378,Peru,Male,41,No, 
128379,Peru,Female,39,No, 
128380,Peru,Female,19,Yes,Yes
128381,Peru,Male,18,Yes,Yes
128382,Peru,Female,40,No, 
128383,Peru,Female,40,No, 
128384,Peru,Female,21,Yes,Yes
128385,Peru,Female,24,Yes,Yes
128386,Peru,Male,42,No, 
128387,Peru,Male,52,Yes,Yes
128388,Peru,Female,64,No, 
128389,Peru,Female,37,No, 
128390,Peru,Female,22,Yes,Yes
128391,Peru,Male,61,Yes,Yes
128392,Peru,Male,18,Yes,No
128393,Peru,Female,68,Yes,No
128394,Peru,Female,58,Yes,No
128395,Peru,Female,42,No, 
128396,Peru,Female,39,No, 
128397,Peru,Female,56,No, 
128398,Peru,Male,83,No, 
128399,Peru,Male,41,No, 
128400,Peru,Female,38,No, 
128401,Peru,Male,83,No, 
128402,Peru,Female,43,Yes,No
128403,Peru,Male,21,No, 
128404,Peru,Female,87,No, 
128405,Peru,Male,73,No, 
128406,Peru,Female,38,No, 
128407,Peru,Female,63,No, 
128408,Peru,Female,20,Yes,Yes
128409,Peru,Male,36,Yes,Yes
128410,Peru,Male,50,Yes,Yes
128411,Peru,Female,64,No, 
128412,Peru,Male,40,Yes,Yes
128413,Peru,Male,22,Yes,Yes
128414,Peru,Male,21,Yes,Yes
128415,Peru,Female,45,No, 
128416,Peru,Male,38,No, 
128417,Peru,Female,42,Yes,Yes
128418,Peru,Male,43,No, 
128419,Peru,Female,38,No, 
128420,Peru,Female,39,No, 
128421,Peru,Male,18,No, 
128422,Peru,Female,25,No, 
128423,Peru,Female,53,No, 
128424,Peru,Female,18,No, 
128425,Peru,Female,42,No, 
128426,Peru,Male,42,No, 
128427,Peru,Female,40,Yes,No
128428,Peru,Female,64,No, 
128429,Peru,Male,52,Yes,Yes
128430,Peru,Male,41,Yes,No
128431,Peru,Female,25,No, 
128432,Peru,Female,21,Yes,No
128433,Peru,Female,28,No, 
128434,Peru,Female,43,No, 
128435,Peru,Male,32,No, 
128436,Peru,Female,22,Yes,Yes
128437,Peru,Female,34,No, 
128438,Peru,Male,40,No, 
128439,Peru,Female,18,Yes,Yes
128440,Peru,Female,80,No, 
128441,Peru,Female,19,Yes,Yes
128442,Peru,Male,38,Yes,No
128443,Peru,Male,30,Yes,No
128444,Peru,Female,36,No, 
128445,Peru,Female,28,Yes,Yes
128446,Peru,Male,20,Yes,Yes
128447,Peru,Male,28,Yes,No
128448,Peru,Female,85,No, 
128449,Peru,Male,72,No, 
128450,Peru,Female,22,No, 
128451,Peru,Female,46,No, 
128452,Peru,Female,44,No, 
128453,Peru,Male,18,No, 
128454,Peru,Female,68,No, 
128455,Peru,Male,63,No, 
128456,Peru,Female,32,No, 
128457,Peru,Male,42,Yes,Yes
128458,Venezuela,Female,20,Yes,Yes
128459,Venezuela,Female,59,Yes,Yes
128460,Venezuela,Male,39,Yes,Yes
128461,Venezuela,Male,32,Yes,Yes
128462,Venezuela,Male,29,Yes,Yes
128463,Venezuela,Male,68,No, 
128464,Venezuela,Female,62,No, 
128465,Venezuela,Female,60,Yes,No
128466,Venezuela,Female,42,Yes,Yes
128467,Venezuela,Male,38,No, 
128468,Venezuela,Male,25,Yes,Yes
128469,Venezuela,Female,30,Yes,Yes
128470,Venezuela,Male,74,Yes,No
128471,Venezuela,Female,35,Yes,Yes
128472,Venezuela,Female,69,No, 
128473,Venezuela,Male,18,Yes,Yes
128474,Venezuela,Female,22,Yes,Yes
128475,Venezuela,Female,44,No, 
128476,Venezuela,Male,35,Yes,Yes
128477,Venezuela,Male,69,Yes,Yes
128478,Venezuela,Male,48,Yes,Yes
128479,Venezuela,Male,44,Yes,Yes
128480,Venezuela,Female,41,Yes,Yes
128481,Venezuela,Female,18,Yes,Yes
128482,Venezuela,Male,22,Yes,Yes
128483,Venezuela,Male,43,Yes,Refused
128484,Venezuela,Male,20,Yes,Yes
128485,Venezuela,Male,21,Yes,Yes
128486,Venezuela,Female,60,No, 
128487,Venezuela,Female,20,Yes,Yes
128488,Venezuela,Female,32,Yes,Yes
128489,Venezuela,Male,52,No, 
128490,Venezuela,Male,47,Yes,Yes
128491,Venezuela,Female,57,No, 
128492,Venezuela,Male,20,Yes,Yes
128493,Venezuela,Female,54,Yes,Yes
128494,Venezuela,Female,52,Yes,Yes
128495,Venezuela,Male,44,Yes,Yes
128496,Venezuela,Female,49,Yes,Yes
128497,Venezuela,Female,52,Yes,Yes
128498,Venezuela,Female,53,Yes,Yes
128499,Venezuela,Male,20,Yes,Yes
128500,Venezuela,Male,34,No, 
128501,Venezuela,Female,30,Yes,Yes
128502,Venezuela,Female,51,Yes,Yes
128503,Venezuela,Male,73,No, 
128504,Venezuela,Female,61,No, 
128505,Venezuela,Female,35,Yes,Yes
128506,Venezuela,Male,20,Yes,Yes
128507,Venezuela,Female,24,Yes,Yes
128508,Venezuela,Female,26,Yes,Yes
128509,Venezuela,Female,50,Yes,Yes
128510,Venezuela,Male,30,Yes,Yes
128511,Venezuela,Male,57,Yes,Yes
128512,Venezuela,Male,27,Yes,Yes
128513,Venezuela,Male,24,Yes,Yes
128514,Venezuela,Male,49,Yes,No
128515,Venezuela,Female,21,Yes,Yes
128516,Venezuela,Female,25,Yes,Yes
128517,Venezuela,Male,55,Yes,Yes
128518,Venezuela,Male,53,No, 
128519,Venezuela,Female,57,Yes,Yes
128520,Venezuela,Male,44,No, 
128521,Venezuela,Female,27,Yes,Yes
128522,Venezuela,Male,35,Yes,Yes
128523,Venezuela,Male,21,Yes,Yes
128524,Venezuela,Male,31,Yes,Yes
128525,Venezuela,Male,55,No, 
128526,Venezuela,Female,32,Yes,Yes
128527,Venezuela,Female,53,No, 
128528,Venezuela,Female,19,Yes,Yes
128529,Venezuela,Male,27,Yes,Yes
128530,Venezuela,Female,55,Yes,Yes
128531,Venezuela,Female,39,Yes,Yes
128532,Venezuela,Male,50,Yes,Yes
128533,Venezuela,Female,39,No, 
128534,Venezuela,Male,50,Yes,Yes
128535,Venezuela,Female,62,No, 
128536,Venezuela,Male,19,Yes,Yes
128537,Venezuela,Female,23,Yes,Yes
128538,Venezuela,Male,46,No, 
128539,Venezuela,Female,38,Yes,Yes
128540,Venezuela,Female,49,No, 
128541,Venezuela,Male,51,No, 
128542,Venezuela,Female,28,Yes,Yes
128543,Venezuela,Male,66,No, 
128544,Venezuela,Female,31,Yes,Yes
128545,Venezuela,Female,45,No, 
128546,Venezuela,Female,31,No, 
128547,Venezuela,Female,34,Yes,No
128548,Venezuela,Male,43,Yes,Yes
128549,Venezuela,Male,44,Yes,Yes
128550,Venezuela,Female,20,Yes,Yes
128551,Venezuela,Male,38,Yes,Yes
128552,Venezuela,Male,25,Yes,No
128553,Venezuela,Female,29,Yes,Yes
128554,Venezuela,Female,67,No, 
128555,Venezuela,Female,67,No, 
128556,Venezuela,Male,35,Yes,Yes
128557,Venezuela,Male,57,No,Refused
128558,Venezuela,Female,23,No, 
128559,Venezuela,Male,35,No, 
128560,Venezuela,Male,42,No, 
128561,Venezuela,Female,22,Yes,No
128562,Venezuela,Male,60,No, 
128563,Venezuela,Female,63,Yes,No
128564,Venezuela,Female,37,No, 
128565,Venezuela,Female,60,Yes,No
128566,Venezuela,Female,57,Yes,Yes
128567,Venezuela,Male,38,Yes,Yes
128568,Venezuela,Male,58,Yes,Yes
128569,Venezuela,Male,50,Yes,Yes
128570,Venezuela,Female,63,Yes,Yes
128571,Venezuela,Male,60,Yes,Yes
128572,Venezuela,Male,61,Yes,Yes
128573,Venezuela,Female,46,No, 
128574,Venezuela,Male,19,Yes,Yes
128575,Venezuela,Female,58,Yes,No
128576,Venezuela,Male,36,Yes,Yes
128577,Venezuela,Female,47,Yes,Yes
128578,Venezuela,Female,43,Yes,Yes
128579,Venezuela,Male,52,Yes,Yes
128580,Venezuela,Female,76,No, 
128581,Venezuela,Female,26,Yes,Yes
128582,Venezuela,Female,21,Yes,Yes
128583,Venezuela,Female,33,Yes,Yes
128584,Venezuela,Female,26,Yes,Yes
128585,Venezuela,Female,34,Yes,Yes
128586,Venezuela,Female,31,Yes,Yes
128587,Venezuela,Female,73,No, 
128588,Venezuela,Female,39,Yes,Yes
128589,Venezuela,Female,23,Yes,Yes
128590,Venezuela,Male,32,Yes,Yes
128591,Venezuela,Female,68,No, 
128592,Venezuela,Female,50,Yes,Yes
128593,Venezuela,Female,55,No, 
